WKT;ID;CODIGO;NOMOFICIAL;ALT_IZQINI;ALT_IZQFIN;ALT_DERINI;ALT_DERFIN;NOMANTER;TIPO_C;LONG;OBSERVA;NOM_MAPA;SENTIDO;COD_SENT;BICISENDA;LADO_CICLO;RECORRID_X;CICLO_OBSE;TOOLTIP_BI
LINESTRING (-58.362354069076972 -34.631047471993604,-58.363302326655685 -34.631991096108152);17782;2085;BLANES, JUAN MANUEL;402;500;401;499;PLANES, JUAN M. - TUNUYAN;CALLE;136.08;;JUAN MANUEL BLANES;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.437365257952884 -34.632104038946288,-58.436428681453513 -34.631980526877506);17801;5095;ESTRADA;802;900;801;899;TARIJA;CALLE;86.97;;ESTRADA;DECRECIENTE;;;;;;
LINESTRING (-58.451692705804525 -34.631842643582026,-58.452740891643145 -34.632175279886887);17816;2081;BILBAO, FRANCISCO;1702;1800;1701;1799;MERLO;CALLE;102.95;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.437365257952884 -34.632104038946288,-58.437835921023144 -34.632348298793701);17871;5095;ESTRADA;902;930;901;929;TARIJA;CALLE;50.96;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.368095327623983 -34.631520385362386,-58.367806056912691 -34.63243159882574);17900;9015;IRALA;302;400;301;399;;CALLE;104.51;;IRALA;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;;Ciclovía
LINESTRING (-58.437835921023144 -34.632348298793701,-58.438091485827655 -34.632480960633103);17901;5095;ESTRADA;932;950;931;949;TARIJA;CALLE;27.67;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.387804756473599 -34.631320974546568,-58.387785898156849 -34.631448079822604,-58.387718010862756 -34.632470325157257);17908;3122;CEVALLOS, Virrey;1902;2000;1901;1999;ZEBALLOS - CEVALLOS;CALLE;127.78;;VIRREY CEVALLOS;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.391393228866576 -34.631709828077653,-58.394638209850427 -34.632509032109319);17921;18009;15 DE NOVIEMBRE DE 1889;1902;2200;1901;2199;ARMONIA;CALLE;310.48;;15 DE NOVIEMBRE DE 1889;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.452740891643145 -34.632175279886887,-58.453601563804149 -34.632448947714956,-58.453870280075016 -34.632534322394392);17922;2081;BILBAO, FRANCISCO;1802;1900;1801;1899;MERLO;CALLE;110.95;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.377765992815675 -34.632534718872414,-58.37828911916462 -34.631199545360047,-58.378543813150543 -34.630578433313417);17937;8021;HORNOS, Gral.;202;400;201;399;;CALLE;228.44;;GRAL. HORNOS;DECRECIENTE;;;;;;
LINESTRING (-58.367806056912691 -34.63243159882574,-58.368847443459401 -34.632533745915154);17942;7086;GUALEGUAY;1002;1100;1001;1099;;CALLE;96.16;;GUALEGUAY;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.438091485827655 -34.632480960633103,-58.438342706823505 -34.632611367471519);17959;5095;ESTRADA;952;974;951;973;TARIJA;CALLE;27.20;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.447529403805021 -34.631646697376276,-58.447156414601388 -34.632458015277997,-58.44706401900428 -34.632656460719978);17969;1011;ACHAVAL;602;700;601;699;MONTARCE;CALLE;119.87;corrección numeración 16-1;ACHAVAL;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.363302326655685 -34.631991096108152,-58.363080886995547 -34.632135708894076,-58.36235233278282 -34.632630902427323);17974;19069;RODRIGUEZ, MARTIN;402;500;401;499;;CALLE;112.37;;MARTIN RODRIGUEZ;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.368847443459401 -34.632533745915154,-58.370095509143027 -34.632656112283414,-58.370359256411362 -34.632689411914257);17979;7086;GUALEGUAY;1102;1200;1101;1199;;CALLE;139.71;;GUALEGUAY;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.438342706823505 -34.632611367471519,-58.438594695319495 -34.632742126065843);17984;5095;ESTRADA;976;1000;975;999;TARIJA;CALLE;27.28;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.394638209850427 -34.632509032109319,-58.395614680794779 -34.632749440102032);17988;18009;15 DE NOVIEMBRE DE 1889;2202;2300;2201;2299;ARMONIA;CALLE;93.42;;15 DE NOVIEMBRE DE 1889;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.3752020401339 -34.632763266125792,-58.374284997240849 -34.631815461238602);17994;22018;USPALLATA;802;858;801;857;;CALLE;134.63;;USPALLATA;DECRECIENTE;;;;;;
LINESTRING (-58.428171682022153 -34.632815186640499,-58.428422493993729 -34.631833323592979,-58.428495614493819 -34.631581363953401);18002;4079;DOBLAS;1302;1400;1301;1399;TORINO;CALLE;140.07;correción numeración 16-1;DOBLAS;DECRECIENTE;;;;;;
LINESTRING (-58.370359256411362 -34.632689411914257,-58.370566608295505 -34.632715555480509,-58.371290288393688 -34.632814060918953);18018;7086;GUALEGUAY;1202;1300;1201;1299;;CALLE;86.48;;GUALEGUAY;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.453870280075016 -34.632534322394392,-58.454992691972869 -34.63289025528956);18029;2081;BILBAO, FRANCISCO;1902;2000;1901;1999;MERLO;CALLE;110.23;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.438594695319495 -34.632742126065843,-58.438879908399279 -34.632890144719212);18035;5095;ESTRADA;1002;1014;1001;1013;TARIJA;CALLE;30.88;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.379510049223057 -34.632211403240269,-58.379307893975259 -34.632865441467928);18037;8013;HERRERA;102;200;101;199;;CALLE;74.89;;HERRERA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.371290288393688 -34.632814060918953,-58.371485286171108 -34.632840616212931,-58.372468022295315 -34.632980788344483);18077;7086;GUALEGUAY;1302;1400;1301;1399;;CALLE;109.56;;GUALEGUAY;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.372727556694876 -34.631630654351376,-58.372510341903784 -34.632768418373423,-58.372468022295315 -34.632980788344483);18078;1146;AZARA;2;100;1;99;;CALLE;151.65;corrección numeración 29-1;AZARA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.438879908399279 -34.632890144719212,-58.439167167042861 -34.633039219469737);18092;5095;ESTRADA;1016;1028;1015;1027;TARIJA;CALLE;31.10;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.395614680794779 -34.632749440102032,-58.395828835549217 -34.632802235482998,-58.396857026864815 -34.633047873305578);18099;18009;15 DE NOVIEMBRE DE 1889;2302;2400;2301;2399;ARMONIA;CALLE;118.63;;15 DE NOVIEMBRE DE 1889;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;Ciclovía
LINESTRING (-58.381250380819708 -34.633070070587017,-58.381280643015607 -34.63235661681513);18108;17016;PARACAS;102;170;101;171;;CALLE;79.19;;PARACAS;DECRECIENTE;;;;;;
LINESTRING (-58.439167167042861 -34.633039219469737,-58.439419243329162 -34.633169976368862);18137;5095;ESTRADA;1030;1048;1029;1047;TARIJA;CALLE;27.29;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.404772162218194 -34.631645786795978,-58.404566035289648 -34.633027494691866,-58.404539272203706 -34.633163401874874);18142;4014;DEAN FUNES;1802;1900;1801;1899;;CALLE;169.71;;DEAN FUNES;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.382549261533931 -34.633183962899153,-58.381280643015607 -34.63235661681513);18154;6031;FINOCHIETTO ENRIQUE DR.;1202;1300;1201;1299;PATAGONES;CALLE;148.17;;DR.ENRIQUE FINOCHIETTO;DECRECIENTE;;;;;;
LINESTRING (-58.454992691972869 -34.63289025528956,-58.4560507873882 -34.633225821564324);18159;2081;BILBAO, FRANCISCO;2002;2100;2001;2099;MERLO;CALLE;103.92;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.375789504953602 -34.633254406327566,-58.375621295381109 -34.633192382932265,-58.3752020401339 -34.632763266125792);18180;22018;USPALLATA;860;900;859;899;;CALLE;78.08;;USPALLATA;DECRECIENTE;;;;;;
LINESTRING (-58.439419243329162 -34.633169976368862,-58.43967115000212 -34.633300732712343);18188;5095;ESTRADA;1050;1070;1049;1069;TARIJA;CALLE;27.28;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.421615044120543 -34.631988760941084,-58.421374369606845 -34.633326540545411);18196;21045;TREINTA Y TRES ORIENTALES;1502;1700;1501;1699;TREINTA Y TRES;CALLE;150.04;corrección numeración 17-1;TREINTA Y TRES ORIENTALES;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.413031012866419 -34.633334484968785,-58.4130198808693 -34.633142079765989,-58.412965234771093 -34.632195617952156,-58.412962870155269 -34.632017653378561);18198;12114;LINIERS VIRREY;1802;1900;1801;1899;LINIERS;CALLE;146.23;corrección numeración 17-1;VIRREY LINIERS;DECRECIENTE;;;;;;
LINESTRING (-58.383693203053717 -34.633345348297063,-58.383587661781462 -34.633319645248726,-58.38347077502015 -34.633308301404341,-58.383371430762736 -34.63330661706015,-58.383303192971432 -34.633296924457845);18204;20042;SANLUCAR DE BARRAMEDA;0;0;0;0;VIEYTES;CALLE;36.34;;SANLUCAR DE BARRAMEDA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.377454848772956 -34.633356077844553,-58.375789504953602 -34.633254406327566);18211;22018;USPALLATA;902;1000;901;999;;CALLE;153.12;;USPALLATA;DECRECIENTE;;;;;;
LINESTRING (-58.377454848772956 -34.633356077844553,-58.377492207536626 -34.633233494331982,-58.377765992815675 -34.632534718872414);18212;8021;HORNOS, Gral.;402;500;401;499;;CALLE;95.51;;GRAL. HORNOS;DECRECIENTE;;;;;;
LINESTRING (-58.367806056912691 -34.63243159882574,-58.367509853452709 -34.6333647081686);18216;9015;IRALA;402;500;401;499;;CALLE;107.02;;IRALA;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;;Ciclovía
LINESTRING (-58.396857026864815 -34.633047873305578,-58.398295567849878 -34.633391539921163);18217;18009;15 DE NOVIEMBRE DE 1889;2402;2500;2401;2499;ARMONIA;CALLE;137.30;;15 DE NOVIEMBRE DE 1889;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;Datos de Res 67-SSTRANS-2;Ciclovía
LINESTRING (-58.387718010862756 -34.632470325157257,-58.387652452916228 -34.633458626947942);18238;3122;CEVALLOS, Virrey;2002;2100;2001;2099;ZEBALLOS - CEVALLOS;CALLE;109.80;;VIRREY CEVALLOS;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.36235233278282 -34.632630902427323,-58.36197262744421 -34.633304273232419,-58.361868732303748 -34.633472854809142);18249;19069;RODRIGUEZ, MARTIN;502;600;501;599;;CALLE;103.40;;MARTIN RODRIGUEZ;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.43967115000212 -34.633300732712343,-58.440174454581076 -34.633561962037227);18254;5095;ESTRADA;1072;1100;1071;1099;TARIJA;CALLE;54.49;Asignación de sentido único de circulación de NE a SO según Resolución N° 211/SSTRANS/12 publicada en el Boletín Oficial 4.027 del 01/11/2012;ESTRADA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.383132533070253 -34.633564357156651,-58.382549261533931 -34.633183962899153);18265;6031;FINOCHIETTO ENRIQUE DR.;1302;1400;1301;1399;PATAGONES;CALLE;68.13;;DR.ENRIQUE FINOCHIETTO;DECRECIENTE;;;;;;
LINESTRING (-58.383303192971432 -34.633296924457845,-58.383132533070253 -34.633564357156651);18266;2139;CARRILLO, RAMON, DR.;72;100;71;99;BARRACAS-VIEYTES;CALLE;33.54;corrección numeración 31-1;DR. RAMON CARRILLO;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.4560507873882 -34.633225821564324,-58.456206448014093 -34.633275127346941,-58.457233625661672 -34.63359532907311);18267;2081;BILBAO, FRANCISCO;2102;2200;2101;2199;MERLO;CALLE;115.95;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.44706401900428 -34.632656460719978,-58.446607148669301 -34.633637842029856);18283;1011;ACHAVAL;702;800;701;799;MONTARCE;CALLE;116.65;corrección numeración 16-1;ACHAVAL;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.372468022295315 -34.632980788344483,-58.372336177978468 -34.633643388287943,-58.372286831573703 -34.63389195131257);18349;1146;AZARA;102;200;101;199;;CALLE;102.44;corrección numeración 29-1;AZARA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.457233625661672 -34.63359532907311,-58.458542913723441 -34.634003492703172);18371;2081;BILBAO, FRANCISCO;2202;2300;2201;2299;MERLO;CALLE;128.31;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.458542913723441 -34.634003492703172,-58.458689052590827 -34.63367764184018);18372;13067;MEMBRILLAR;474;500;491;499;;CALLE;38.55;;MEMBRILLAR;DECRECIENTE;;;;;;
LINESTRING (-58.446607148669301 -34.633637842029856,-58.446390728180937 -34.634102617249027);18397;1011;ACHAVAL;802;900;801;899;MONTARCE;CALLE;55.25;corrección numeración 16-1;ACHAVAL;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.427829208352826 -34.634150625954788,-58.428116893475604 -34.63302961478874,-58.428171682022153 -34.632815186640499);18421;4079;DOBLAS;1402;1500;1401;1499;TORINO;CALLE;151.44;correción numeración 16-1;DOBLAS;DECRECIENTE;;;;;;
LINESTRING (-58.458689052590827 -34.63367764184018,-58.459240121117851 -34.634218662364759);18444;2081;BILBAO, FRANCISCO;0;0;2301;2329;MERLO;CALLE;78.46;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.412734621140231 -34.634283831542724,-58.413031012866419 -34.633334484968785);18468;12114;LINIERS VIRREY;1902;2000;1901;1999;LINIERS;CALLE;108.76;corrección numeración 17-1;VIRREY LINIERS;DECRECIENTE;;;;;;
LINESTRING (-58.367509853452709 -34.6333647081686,-58.367219714712647 -34.634278665844498);18471;9015;IRALA;502;600;501;599;;CALLE;104.82;;IRALA;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;;Ciclovía
LINESTRING (-58.361868732303748 -34.633472854809142,-58.361432743437604 -34.634180544593633,-58.361368970166332 -34.634284579482845);18476;19069;RODRIGUEZ, MARTIN;602;700;601;699;;CALLE;101.04;;MARTIN RODRIGUEZ;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.404539272203706 -34.633163401874874,-58.404300880466707 -34.634373609136787);18496;4014;DEAN FUNES;1902;2000;1901;1999;;CALLE;136.02;corrección numeración 20-1;DEAN FUNES;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.459240121117851 -34.634218662364759,-58.459450139066817 -34.63442487207061);18504;2081;BILBAO, FRANCISCO;2342;2354;2331;2353;MERLO;CALLE;29.90;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.397868601929538 -34.634508251480575,-58.398295567849878 -34.633391539921163);18530;1034;ALBERTI;2002;2100;2001;2099;;CALLE;129.92;;ALBERTI;DECRECIENTE;;;;;;
LINESTRING (-58.421374369606845 -34.633326540545411,-58.421191188515351 -34.63434496235228,-58.421140109934647 -34.634599530721566);18560;21045;TREINTA Y TRES ORIENTALES;1702;1800;1701;1799;TREINTA Y TRES;CALLE;142.85;corrección numeración 17-1;TREINTA Y TRES ORIENTALES;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.459450139066817 -34.63442487207061,-58.459672767752281 -34.634643335642899);18568;2081;BILBAO, FRANCISCO;2356;2368;2355;2367;MERLO;CALLE;31.69;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.387267771803288 -34.633355780671501,-58.386438856834246 -34.634638898413506);18574;2009;BAIGORRI;2;100;1;99;;CALLE;161.36;;BAIGORRI;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.414166551992224 -34.634715409693626,-58.412734621140231 -34.634283831542724);18587;12072;LAS CASAS;3402;3500;3401;3499;;CALLE;139.75;;LAS CASAS;DECRECIENTE;;;;;;
LINESTRING (-58.377133520359195 -34.63471329114018,-58.377180153095338 -34.634521627520115,-58.377387397787423 -34.633577164622217,-58.377454848772956 -34.633356077844553);18603;8021;HORNOS, Gral.;502;600;501;599;;CALLE;153.46;;GRAL. HORNOS;DECRECIENTE;;;;;;
LINESTRING (-58.397868601929538 -34.634508251480575,-58.399295399122302 -34.634759713908515);18612;19082;RONDEAU;2502;2600;2501;2599;;CALLE;133.77;;RONDEAU;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.377133520359195 -34.63471329114018,-58.377342681764027 -34.6347266775633,-58.378704058966562 -34.634819104540057);18628;20132;SAMPERIO, MANUEL J.;1052;1100;1051;1099;GARCIA, MARTIN;CALLE;144.48;;MANUEL J. SAMPERIO;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.379307893975259 -34.632865441467928,-58.378704058966562 -34.634819104540057);18629;8013;HERRERA;202;400;201;399;;CALLE;223.69;;HERRERA;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.459672767752281 -34.634643335642899,-58.459894289987638 -34.63486081282791);18633;2081;BILBAO, FRANCISCO;2370;2380;2369;2379;MERLO;CALLE;31.54;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.372286831573703 -34.63389195131257,-58.372099894448134 -34.634834166941239);18637;1146;AZARA;202;300;201;299;;CALLE;105.92;corrección numeración 29-1;AZARA;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.459894289987638 -34.63486081282791,-58.460002410301271 -34.634966875064677);18661;2081;BILBAO, FRANCISCO;2382;2386;2381;2399;MERLO;CALLE;15.39;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.415205688742375 -34.63502850498439,-58.414166551992224 -34.634715409693626);18677;12072;LAS CASAS;3502;3550;3501;3549;;CALLE;101.41;;LAS CASAS;DECRECIENTE;;;;;;
LINESTRING (-58.387879903925693 -34.635020859590647,-58.386438856834246 -34.634638898413506);18678;6031;FINOCHIETTO ENRIQUE DR.;1602;1700;1601;1699;PATAGONES;CALLE;138.76;;DR.ENRIQUE FINOCHIETTO;DECRECIENTE;;;;;;
LINESTRING (-58.399295399122302 -34.634759713908515,-58.400651665320552 -34.634998658586206,-58.400913896463841 -34.63503484921646);18682;19082;RONDEAU;2602;2700;2601;2699;;CALLE;151.53;;RONDEAU;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.460002410301271 -34.634966875064677,-58.46015066110634 -34.635103079876515);18692;2081;BILBAO, FRANCISCO;2388;2400;2401;2409;MERLO;CALLE;20.32;;FRANCISCO BILBAO;CRECIENTE;1;Ciclovías Proyectadas;;;;Ciclovía proyectada
LINESTRING (-58.361368970166332 -34.634284579482845,-58.360985048014491 -34.634909702530223,-58.360867231441127 -34.635102145599028);18706;19069;RODRIGUEZ, MARTIN;702;800;701;799;;CALLE;101.70;;MARTIN RODRIGUEZ;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.400913896463841 -34.63503484921646,-58.401217958822286 -34.635076764786874,-58.40244388738067 -34.635178084093589);18719;19082;RONDEAU;2702;2800;2701;2799;;CALLE;141.23;;RONDEAU;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;;Ciclovía
LINESTRING (-58.412408921780596 -34.635217601279273,-58.412734621140231 -34.634283831542724);18735;12114;LINIERS VIRREY;2002;2100;2001;2099;LINIERS;CALLE;107.81;corrección numeración 17-1;VIRREY LINIERS;DECRECIENTE;;;;;;
LINESTRING (-58.367219714712647 -34.634278665844498,-58.366922728322926 -34.635214308146999);18741;9015;IRALA;602;700;601;699;;CALLE;107.31;;IRALA;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;;Ciclovía
LINESTRING (-58.427529481931806 -34.635318394844511,-58.427829208352826 -34.634150625954788);18755;4079;DOBLAS;1502;1600;1501;1599;TORINO;CALLE;132.43;correción numeración 16-1;DOBLAS;DECRECIENTE;;;;;;
LINESTRING (-58.415205688742375 -34.63502850498439,-58.416175829338357 -34.635320860212921);18756;12072;LAS CASAS;3552;3600;3551;3599;;CALLE;94.68;;LAS CASAS;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.416175829338357 -34.635320860212921,-58.416774679455351 -34.635413977512563);18781;12072;LAS CASAS;3602;3628;3601;3649;;CALLE;55.87;correción numeración 20-1-03;LAS CASAS;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.416774679455351 -34.635413977512563,-58.417909027511463 -34.635533135612967);18809;12072;LAS CASAS;3630;3700;3651;3699;;CALLE;104.85;correción numeración 20-1-03;LAS CASAS;CRECIENTE;1;Ciclovías;;;;Ciclovía
LINESTRING (-58.40244388738067 -34.635178084093589,-58.404051777477932 -34.635539090783162);18814;19082;RONDEAU;2802;2900;2801;2899;;CALLE;152.77;;RONDEAU;CRECIENTE;1;Ciclovías;Mano izquierda;Calle;;Ciclovía
LINESTRING (-58.404300880466707 -34.634373609136787,-58.404276425105181 -34.634497967665439,-58.404051777477932 -34.635539090783162);18815;4014;DEAN FUNES;2002;2100;2001;2099;;CALLE;131.29;corrección numeración 20-1;DEAN FUNES;CRECIENTE;1;Ciclovías;;;;Ciclovía
